textDisplay,translate,cleanText
Peraan ganjar g pnh janji 😂,Ganjar Ganjar G Pnh promise 😂,ganjar ganjar g pnh promise
Janji Pak Anies BBM gratis dan listrik gratis membuat daerah saya semuanya mendukung beliau presiden.,The promise of Pak Anies BBM is free and free electricity makes my area all support him the President.,promise pak anies bbm free free electricity makes area support president
Janji manis itu hanya akan membuat negara ini makin lambat majunya.,The sweet promise will only make this country more slowly advance.,sweet promise make country slowly advance
"Anies pemilihnya fix pegawai desa, Ganjar para guru, Prabowo malah ibu hamil wkwk.","Anies voters Fix Village Employees, Ganjar Teachers, Prabowo, even pregnant women.",anies voters fix village employees ganjar teachers prabowo even pregnant women
"Dari dulu, saya tidak mendengar janji capres mengutamakan kesejahteraan rakyat indonesia dengan berjanji meghapus atau menindak tegas tindak korupsi tanpa memandang HAM. Karena praktik korupsi yg sebenarnya menyengsarakan rakyat.. kalau seandainya salah satu capres berjanji seperti itu maka saya langsung memilihnya.. rugi program ini itu ujung&quot;nya pasti di korupsi dan ada persentase yg masuk k rekening pribadi dan partai.. <br>Ubah UUD tentang korupsi yg masih berpihak dengan dalil kemanusiaan.. bila perlu hukum mati dan dimiskinkan tanpa ada pandang bulu dengan demikian negara indonesia pastti akan lebih maju dan sejahtera..","From the first, I did not hear the promise of the presidential candidate prioritizing the welfare of the Indonesian people by promising to erase or crack down on acts of corruption regardless of human rights. Because the actual corruption practices are misery for the people ... If if one of the presidential candidates promised like that, I immediately chose it ... the loss of this program was the end & quot; about corruption that is still in favor of the argument of humanity ... if necessary the law is dead and impoverished without any view of the feathers so that the Indonesian state will certainly be more advanced and prosperous ..",first hear promise presidential candidate prioritizing welfare indonesian people promising erase crack acts corruption regardless human rights actual corruption practices misery people one presidential candidates promised like immediately chose loss program end quot corruption still favor argument humanity necessary law dead impoverished without view feathers indonesian state certainly advanced prosperous
Sayangnya kalo ada yg ngusul gitu yg menyikat duluan jelas dari MPR dan DPR. You know lah siapa yg berkuasa konstitusi nya sapa... 😅,"Unfortunately, if someone is going to be a brush first, it is clear from the MPR and the Parliament. You know who is in power for the constitution ... 😅",unfortunately someone going brush first clear mpr parliament know power constitution
"Klo anggaran perbaikan gizi selama jembatannya ga ada oknum, sih ga terlalu berat. Tpi oknumnya yg bikin berat banget","If the budget for nutritional improvement during the bridge has no person, it's not too heavy. But the person is really heavy",budget nutritional improvement bridge person heavy person really heavy
"Program bbm gratis listrik gratis ini usulan bodoh si cak imin dan pkb, ini yg malah jd benalu si anies. Anies nya ok, cawapresnya yg jongkok parah. Gw pengen bgt nanti najwa shihab lgsg nembak si imin dgn program bodohnya","This Free Electric BBM Program is a stupid proposal for the Cak Imin and PKB, this is the one who is even the parasites of Anies. Anies is ok, the vice president is a bad squat. I want to be so najwa shihab lgsg shot the Imin with the stupid program",free electric bbm program stupid proposal cak imin pkb one even parasites anies anies ok vice president bad squat want najwa shihab lgsg shot imin stupid program
"janji gaji guru gak realistis, janji makan gratis kurang bijak, program hilirisasi itu sangat bagus dan sangat memungkinkan, untuk subsidi bbm dan listrik itu sangat sulit dan efeknya juga harus dipikirkan, untuk dana desa itu sangat bagus asal semua masyarakat ikut mengawasi, istilahnya pengawasannya itu harus terdesentralisasi (seluruh masyarakat) bukan central (hanya kpk)","The promise of the teacher's salary is unrealistic, the promise of free eating is not wise, the downstreaming program is very good and very possible, for fuel and electricity subsidies it is very difficult and the effect must also be considered, for village funds it is very good as long as all people come to supervise, the term supervision is must be decentralized (the whole community) not central (only KPK)",promise teachers salary unrealistic promise free eating wise downstreaming program good possible fuel electricity subsidies difficult effect must also considered village funds good long people come supervise term supervision must decentralized whole community central kpk
"jadi intinya hilirisasi pak prabowo dan dana desa pak anis keduanya sangat bagus, dan saya optimis mereka bisa melaksanakannya","So basically the downstreaming of Pak Prabowo and Pak Anis Village Funds are both very good, and I am optimistic they can carry it out",basically downstreaming pak prabowo pak anis village funds good optimistic carry
"Pak Anis lempar &quot;gratisan&quot; buat umpan mulu. Dulu program DP 0 rupiah. Sekarang mau BBM gratis. <br>.<br>Dulu sih gua gak terlalu paham sama ekonomi negara. Tapi kalau sekarang dengar program pak Anis, lumayan menghibur bikin tertawa.<br>.<br>Untuk dana desa ini lebih baik diperketat aja pengawasannya. Karang taruna kita aja kayak gak pernah dapat bantuan. Padahal kalau tanya anak desa lain, ada anggaran beberapa juta yang bisa dimanfaatkan tiap tahun. Sama karena keluarga kita ada yang punya latar belakang pengusaha, kita pun juga menemukan kalau program pengadaan pompa sawah di mark up sampai 3x lipat. <br>.<br>Orang2 di RT kita sebenarnya udah ada usaha melawan. Tapi makin sini kayaknya susah kalah kekuatan sama pejabat2 desa. Apalagi masyarat lain juga gak mau ikutan.<br>.<br>Gua rasa dana sekarang pun sebenarnya udah cukup asal bisa dimanfaatkan dengan penuh. Daripada dana ditingkatkan tapi yang menikmati oknum2 doang.","Pak Anis Throw & Quot; Free & Quot; Make a bait first. Previously the DP 0 Rupiah program. Now want free BBM. <br>. <br> In the past I didn't really understand the country's economy. But if now hear Mr. Anis's program, it's quite entertaining to make a laugh. <br> Our Youth Organization is like we never got help. In fact, if you ask other village children, there are a budget of several million that can be utilized every year. Same because our family has a business background, we also find that the rice pump procurement program is marked up up to 3 times. <br>. <br> The people in our RT actually have an attempt to fight. But more and more it seems difficult to lose strength with village officials. Moreover, other people also do not want to join in. <br>. Instead of being increased funds, but those who enjoy people.",pak anis throw quot free quot make bait first previously dp rupiah program want free bbm past didnt really understand countrys economy hear mr aniss program quite entertaining make laugh youth organization like never got help fact ask village children budget several million utilized every year family business background also find rice pump procurement program marked times people rt actually attempt fight seems difficult lose strength village officials moreover people also want join instead increased funds enjoy people
Kenaikan Dana Desa itu upgrade-nya Kenaikan TGUPP.<br><br>Ya gitu lah...,The increase in the village fund is upgraded to the increase in TGUPP. <br> <br> Yes ...,increase village fund upgraded increase tgupp yes
"tapi setau saya mba janji gratiskan BBM itu disampaikan politisi PKB saat PKB masih di koalisi pak Prabowo, mending bedah visi misi mereka yang tertulis saja, jadi lebih clear bukan sekedar issue doang","But as far as I know, the promise of free fuel was delivered by the PKB politician when PKB was still in the Pak Prabowo coalition, it was better",far know promise free fuel delivered pkb politician pkb still pak prabowo coalition better
"Utk gaji guru smpe 30juta tidak realistis, harusnya juga diikuti meningkatkan kompetensi guru.. bukan hanya gaji naik tapi kompetensi juga.","For the salary of teachers, 30 million is unrealistic, it should also be followed to increase teacher competencies ... not only salaries go up but competence too.",salary teachers million unrealistic also followed increase teacher competencies salaries go competence
"Buat peraturan yg mengikat , kalau presiden yg dilantik tidak menjalankan janjinya atau ingkar gak seperti saat kampanye, presiden boleh dilengserkan secara paksa .","Make a binding regulation, if the president who is appointed does not carry out his promise or break not like during the campaign, the president may be applied by forcibly.",make binding regulation president appointed carry promise break like campaign president may applied forcibly
Inilah pentingnya matematika...,This is the importance of mathematics ...,importance mathematics
"Ya inilah politik,bagaimanapun pemilu itu one man one vote,dan para kandidat ini berjanji ke masyarakat indonesia yg tingkat kecerdasannya di asia tenggara cuma 1 tingkat dari timor leste,makannya pola komunikasinya di bikin simpel. Ibarat menyiapkan &quot;menu&quot;sesuai selera yg mau makan.","Yes this is politics, however the election is one man one vote, and these candidates promised to Indonesian people whose intelligence level in Southeast Asia only 1 level of Timor Leste, eating the pattern of communication was simple. Like preparing & quot; menu & quot; according to the tastes who want to eat.",yes politics however election one man one vote candidates promised indonesian people whose intelligence level southeast asia level timor leste eating pattern communication simple like preparing quot menu quot according tastes want eat
"gurunya malah tambah enak, tinggal kokang kaki ,kerjakan hal 300, banyak guru yang nggak layak","The teacher is even more delicious, just akkang, do it, doing things 300, many teachers are not feasible",teacher even delicious akkang things many teachers feasible
"Yg udh kaya mapan silahkan pilih prabowo/ganjar.. Yg merasa masih miskin , dprlalukan tdk adil dan blm puas dgn hidup anda, silahkan pilih anies yg akan bawa perubahan mgkn jd lbh baik dan stdknya mengurangi angka penjajahan budaya , ekonomi maupun keselamatan masa depan bangsa","Who are already rich in established please choose Prabowo/Ganjar .. who feel still poor, DPRLalukan is not fair and not satisfied with your life, please choose Anies who will bring changes to the better and the STDK reduces the nation's cultural, economic and safety number",already rich established please choose prabowoganjar feel still poor dprlalukan fair satisfied life please choose anies bring changes better stdk reduces nations cultural economic safety number
Buat ngibuling orang yg bego,To ngibuling people who are stupid,ngibuling people stupid
"Yg tidak realistis adalah perhitungan gaji guru 30 jt per orang. Itu tidak masuk akal, 1000 triliun, bangkrut lah Indonesia raya. 😂😂😂😂😂😂","What is unrealistic is the calculation of teacher salaries 30 million per person. It doesn't make sense, 1000 trillion, bankrupt Indonesia. 😂😂😂😂😂😂",unrealistic calculation teacher salaries million per person doesnt make sense trillion bankrupt indonesia
"Tidak heran kalau negara kita tertinggal beberapa langkah dari negara lain, negara kita baru mulai negara lain sudah sampai tujuan, seolah olah janji itu sengaja di persiapkan untuk kepentingan politik yang di mana sudah di persiapkan untuk menarik pendukung. Seharusnya janji itu di lakukan dari dulu, namun terkesan janji itu sengaja di keluarkan di setiap pemilu. Seharusnya kita sudah sampe tujuan namun karena terlalu banyak kepentingan, saling berlomba untuk memimpin sehingga jalannya jadi bertele-tele tidak tepat sasaran puncak nya terjadi drama. Jadi bgitu laahhh😂😂😂 yang lebih berbahaya adalah jika semua ini telah di rekayasa..","No wonder that our country is lagging behind a few steps from other countries, our country has only begun to other countries has reached the destination, as if the promise was deliberately prepared for political purposes which had been prepared to attract supporters. The promise should have been made from the first, but it seems that the promise was deliberately issued in every election. We should have arrived at the destination but because of too many interests, competing to lead each other so that the path becomes long-winded not right on target the top of the drama. So that's how it is more dangerous if all of this has been engineered ..",wonder country lagging behind steps countries country begun countries reached destination promise deliberately prepared political purposes prepared attract supporters promise made first seems promise deliberately issued every election arrived destination many interests competing lead path becomes longwinded right target top drama thats dangerous engineered
"Banyak kok negara yg jalan ditempat seperti kita. Contohnya Argentina, Mesir, Pakistan, Thailand, Filipina, Nigeria, dsb. Sebaiknya jangan sia-siakan umurmu hanya untuk menunggu janji kampanye terealisasi. Cobalah untuk memperbaiki jalan hidupmu dengan tangan sendiri.","How come there are many countries that walk in places like us. For example Argentina, Egypt, Pakistan, Thailand, the Philippines, Nigeria, etc. We recommend that you don't waste your age just to wait for the campaign promise to be realized. Try to improve your life path with your own hands.",come many countries walk places like us example argentina egypt pakistan thailand philippines nigeria etc recommend dont waste age wait campaign promise realized try improve life path hands
Presiden 2 periode kita aja slogan andalannya waktu kampanye &quot;STOP IMPOR&quot; janji sederhana tapi nyatanya sampai sekarang kita HANYA JADI KONSUMEN jualannya negara tetangga 😢,President 2 of our period only the flagship slogan when campaign & quot; stop import & quot; A simple promise but in fact until now we only become consumers selling neighboring countries 😢,president period flagship slogan campaign quot stop import quot simple promise fact become consumers selling neighboring countries
Gajih guru 30 juta kalo guru nya berkualitas tinggi itu pasti menghasilkan SDM yang tinggi..,Gajih teacher 30 million if the teacher is high quality it will produce high human resources ..,gajih teacher million teacher high quality produce high human resources
"Realistis kalau naikin pajak,, 😅<br>Dari rakyat oleh rakyat untuk pejabat,,","Realistic if you raise tax, 😅 <br> from the people by the people for officials ,,",realistic raise tax people people officials
Kira2 Indonesia bakal kolaps gak ya mengingat utang era Jokowi gila-gilaan,"I think Indonesia will collapse, considering that Jokowi's era's debt is crazy",think indonesia collapse considering jokowis eras debt crazy
"Bangsa Indonesia masih tolol dalam hal paham kriteria dan bagaimana seharusnya memilih pemimpin yg berkulitas, yg pantas yang punya ETIKA dan tidak NDOBOS alias karakternya gak baik, bohong, ngomong X yg terjadi Negasi X","The Indonesian people are still stupid in terms of understanding the criteria and how they should choose a quality leader, who is appropriate who has ethics and not ndobos alias the character is not good, lying, talking x that occurs negation x",indonesian people still stupid terms understanding criteria choose quality leader appropriate ethics ndobos alias character good lying talking x occurs negation x
"INJIL ATAU KABAR BAIK, BAHWA TELAH DATANG JURUSLAMAT DUNIA(MESIAS) YAITU YESUS KRISTUS, BERITAKAN KABAR BAIK INI AGAR SELURUH MANUSIA MEMPEROLEH KESELAMATAN(PASTI MASUK SURGA)<br><br>Jawab Yesus: ”Akulah kebangkitan dan hidup; barangsiapa percaya kepada-Ku, ia akan hidup walaupun ia sudah mati, dan setiap orang yang hidup dan yang percaya kepada-Ku, tidak akan mati selama-lamanya. Percayakah engkau akan hal ini?” Yohanes 11:25‭-‬26 TB<br><br>percaya Yesus ada dengan percaya Kepada Yesus jelas berbeda, percaya kepada Yesus artinya percaya terhadap segala perkataan Yesus, lalu karena percaya maka stiap perkataan Yesus dilaksanakan. Contoh : km percaya kepada dokter, ketika dokter berkata kamu tidak boleh makan daging &amp; telur dan kamu harus makan obat hipertensi 3x sehari, lalu kamu lakukan karena kamu percaya kepada dokter. Tp kalau kamu percaya dokter ada yaudah ya percaya aja, kamu tdk melakukan larangan dokter untuk tidak makan ini itu,kamu tidak makan obat itu, sehingga kamu tidak akan sembuh. <br>Pertanyaannya, km percaya Yesus ada? Atau kamu percaya kepada Yesus?<br>&gt;&lt;_%;","The Gospel or Good News, that the Savior of the World (Messiah) is Jesus Christ, a good news so that all humans get salvation (surely entering heaven) <br> <br> Answer Jesus: ""I am the resurrection and life; Whoever believes in me, he will live even though he is dead, and everyone who lives and believes in Me, will not die forever. Do you believe this? "" John 11: 25-26 TB <br> <br> believes Jesus exists with trust in Jesus clearly different, believing in Jesus means to believe in all the words of Jesus, then because it believes that Jesus' words are carried out. Example: Km believes in the doctor, when the doctor says you cannot eat meat & amp; Eggs and you have to eat hypertension medication 3 times a day, then you do it because you believe in your doctor. But if you believe the doctor is there, just believe it, you don't do the doctor's prohibition not to eat this, you don't eat the medicine, so you won't heal. <br> The question is, do you believe Jesus is there? Or do you believe in Jesus? <br> & Gt; & lt; _%;",gospel good news savior world messiah jesus christ good news humans get salvation surely entering heaven answer jesus resurrection life whoever believes live even though dead everyone lives believes die forever believe john tb believes jesus exists trust jesus clearly different believing jesus means believe words jesus believes jesus words carried example km believes doctor doctor says eat meat amp eggs eat hypertension medication times day believe doctor believe doctor believe dont doctors prohibition eat dont eat medicine wont heal question believe jesus believe jesus gt lt
&quot;Tapi Janji Tinggal Janji Di Mulut Saja&quot; - Endang S. Taurina,& quot; but the promise is just a promise in the mouth & quot; - Endang S. Taurina,quot promise promise mouth quot endang taurina
"Nah betul itu mbak. Setiap pilihan pasti punya Pro-Kontranya. Sudah seharusnya tugas pimpinan itu MERANCANG jalan terbaik dengan MEMINIMALISIR KONTRANYA.<br><br>Pertama Ganjar, dia ingin melanjutkan IKN. JELAS INI SANGAT BERBAHAYA. IKN itu dibangun di Kalimantan yang notabene seluruhnya tercover dengan LAHAN GAMBUT yang SANGAT LUAS &amp; DALAM. Bahkan dibeberapa titik kedalamannya lebih dari 100 m. For information, LAHAN GAMBUT ITU SANGAT SULIT DIPADAMKAN. Kalo sampe terjadi KEBAKARAN, bisa hilang itu satu peradaban. Belum lagi disana ada ORANGUTAN SAMA BEKANTAN. Akibatnya HGU DITINGKATKAN JADI 2 ABAD KARENA GAK LAKU🤣Gaada negara2 di eropa yg notabene banyak konservator lingkungan mau invest di IKN. Arab yg se tajir itu aja gajadi kok. Akhirnya China lagi, paling dijadiin KOTA SATELIT ama mereka.<br>Jadi Ganjar GAUSAH DIPILIH DONG, redflag itu.<br><br>Kedua Prabowo, hilirisasi tambang dan perbaikan gizi. Hilirisasi bahan mentah tambang itu oke, perbaikan gizi juga oke. Saya berharap fokusannya Prabowo LEBIH DITEKANKAN PADA SUMBER GIZI ITU SENDIRI. Bisa dengan SUPREMASI LAHAN PERTANIAN, PENGANGKATAN PETANI JADI PNS PETANI, PEMBANGUNAN INSTRUMEN PENYULINGAN AIR LAUT BUAT IRIGASI DIKALA MUSIM KEMARAU. Saya yakin Prabowo pasti paham yg sy jabarkan. Dia Cerdas. <br>NAH TAPIII, GIBRAN KENAPA NGIKUT !!! Okelah dia dibawah 40 thn, TAPI APA YANG DIBANGGAKAN ? CUMA PERNAH JADI WALKOT ? PUNYA NOBEL PRIZE GAK ??? <br>Kalo kek begini, gua GAJADI pilih Prabowo, REDFLAG ITU. Karena masuknya GIBRAN itu PASTI BERKAITAN dengan PENYALAHGUNAAN INSTRUMEN HUKUM.<br> <br><br>Ketiga Anies, gratiskan BBM-Listrik &amp; menaikkan anggaran desa jadi 5 M/tahun. Gratiskan BBM &amp; Listrik untuk semua kalangan ITU IMPOSSIBLE. Trend minyak dunia loh, terus meroket. Belum lagi konflik RUSIA-UKRAINA, negara2 di EROPA PINDAH PERMINTAAN KE TIMUR TENGAH KARENA DITUTUPNYA GAZPROM. Akibatnya terjadi LONJAKAN HARGA MINYAK PER BAREL karena produksi minyak dunia TERKONSENTRASI DI TIMUR TENGAH. Sudah pasti BBM &amp; Listrik butuh RETRIBUSI. <br>Trus, menaikkan anggaran desa jadi 5M/tahun, INI TEPAT. Mbak tahu HUKUM KIRCHOFF KAN??? Arus masuk = arus keluar, begitu juga dengan uang. Rancangan sistem aliran dananya Anis itu BAGUS. Selama si JOKOWI berkuasa, aliran dananya gak jelas. Yang terbesar buat PSN yang belum tentu PRODUKTIF atau TIDAK nantinya. Contoh aja IKN, 10 bandara baru, KCIC, Mandalika, dll. Kalo jalan tol, masih okelah buat distribusi, logistik, transportasi, dll. NAH TAPI 4 PROGRAM LAINNYA GIMANA? UDAH PASTI PROBLEMATIK ITU... Cobanya dari dulu JOKOWI FOKUS sama pertanian, DIA BISA GENJOT PRODUKSI BERAS NASIONAL SEKARANG INI.<br><br>Tapi gue yakin lah, Anis itu wawasannya terbuka. Dia juga pernah ngisi kultam di Oxford. Pasti dia cepet sadarnya.","Well that's right, miss. Every choice must have a pro-contract. The leadership's task should design the best way by minimizing his contract. First, Ganjar, he wants to continue the IKN. Obviously this is very dangerous. The IKN was built in Kalimantan which incidentally is entirely covered with a very large peatland & amp; IN. In fact, in some points the depth is more than 100 m. For information, peatlands are very difficult to extinguish. If there is a fire, it can be lost, it is a civilization. Not to mention that there are orangutans and proboscations. As a result, HGU was upgraded to 2 centuries because it did not sell, there were countries in Europe which incidentally were a lot of environmental conservators want to invest in IKN. Arabic that is just like that. Finally, China again, the most satellite cities with them. So Ganjar is not difficult to choose, Redflag. The downstreaming of the raw material is okay, nutritional improvement is also okay. I hope that Prabowo's focus is more emphasized on the source of nutrition itself. It can be with the supremacy of agricultural land, the appointment of farmers to become farmers' civil servants, the construction of sea water refining instruments for irrigation during the dry season. I'm sure Prabowo will understand what I describe. He is smart. <br> Well, but Gibran, why do you follow !!! OK, he is under 40 years old, but what is proud of? Have you just been a walkot? Do you have Nobel Prize ??? <br> If this is like this, I choose Prabowo, Redflag. Because the entry of Gibran is definitely related to the misuse of legal instruments. <br> <br> raise the village budget to 5 m/year. Free BBM & amp; Electricity for all groups is impossible. World oil trends, keep skyrocketing. Not to mention the Russian-Ukraine conflict, countries in Europe moved to requests to the Middle East because of the closing of Gazprom. As a result, there was a surge in oil prices per barrel because world oil production was concentrated in the Middle East. Certainly BBM & amp; Electricity needs a levy. <br> Then, raising the village budget to be 5m/year, this is right. Do you know Kirchoff's law right ??? Incoming flow = outflow, as well as money. Anis's funding system design is good. As long as Jokowi is in power, the flow of funds is not clear. The biggest for PSN that is not necessarily productive or not later. For example, IKN, 10 new airports, KCIC, Mandalika, etc. If the toll road, still okay for distribution, logistics, transportation, etc. But what about 4 other programs? It is definitely the problematic ... Trying to always focus on agriculture, he can boost national rice production today. <br> <br> But I'm sure, Anis is open insight. He also once filled Kultam at Oxford. Surely he was quickly conscious.",well thats right miss every choice must procontract leaderships task design best way minimizing contract first ganjar wants continue ikn obviously dangerous ikn built kalimantan incidentally entirely covered large peatland amp fact points depth information peatlands difficult extinguish fire lost civilization mention orangutans proboscations result hgu upgraded centuries sell countries europe incidentally lot environmental conservators want invest ikn arabic like finally china satellite cities ganjar difficult choose redflag downstreaming raw material okay nutritional improvement also okay hope prabowos focus emphasized source nutrition supremacy agricultural land appointment farmers become farmers civil servants construction sea water refining instruments irrigation dry season im sure prabowo understand describe smart well gibran follow ok years old proud walkot nobel prize like choose prabowo redflag entry gibran definitely related misuse legal instruments raise village budget myear free bbm amp electricity groups impossible world oil trends keep skyrocketing mention russianukraine conflict countries europe moved requests middle east closing gazprom result surge oil prices per barrel world oil production concentrated middle east certainly bbm amp electricity needs levy raising village budget myear right know kirchoffs law right incoming flow outflow well money aniss funding system design good long jokowi power flow funds clear biggest psn necessarily productive later example ikn new airports kcic mandalika etc toll road still okay distribution logistics transportation etc programs definitely problematic trying always focus agriculture boost national rice production today im sure anis open insight also filled kultam oxford surely quickly conscious
"Hilirisasi cuma omong kosong, selain gak punya teknologinya, perusahaan asing yang ikut program ini kebanyakan musang berbulu domba....<br><br>Buktinya 5 juta ton nikel mentah sukses mendarat di china dengan selamat, caranya gimana? Jelas pemalsuan dokumen, mustahil diselundupkan melalui dermaga tikus dikata limbah luar negeri....<br><br>Sebenarnya ini kasus besar, berhubung pemerintahnya planga plongo makanya ditutupi dengan pengalihan isu...","Downstreaming only nonsense, in addition to not having the technology, foreign companies that participated in this program are mostly weasels of sheep's fanged weasel .... <br> Obviously the forgery of documents, it is impossible to smuggle through a mouse pier that is said to be foreign waste .... <br>",downstreaming nonsense addition technology foreign companies participated program mostly weasels sheeps fanged weasel obviously forgery documents impossible smuggle mouse pier said foreign waste
Orang bijak berkata : <b>TIDAK ADA MAKAN SIANG GRATIS</b> 😂😂😂,Wise people say: <b> No free lunch </b> 😂😂😂,wise people say free lunch
Janji&quot; capres yg terakhir yg paling konyol sih..,Promise & quot; The last most ridiculous candidate ...,promise quot last ridiculous candidate
Dana desa di korupsi,Village Funds in Corruption,village funds corruption
"Belum jelas juga janji2 nya,,masih simpang-siur,, belum disosialisasikan dalam debat atau kampanye..","It is also unclear, the promises, still confusing, have not been socialized in debates or campaigns ..",also unclear promises still confusing socialized debates campaigns
Berarti selama ini bapak mu tak pernah memikirkan ke uangan pesantren.Bapak mu kan PLESIDEN.Oh oh mungkin kamu mau nunjukin kamu lebih pintar dari Bapakmu.gitu jg dgn kasus stunting Yg masih sangat tinggi???bapak mu kan PLESIDEN NYA.Apa kerja bapak mu selama 2 periode ???stunting belum clear. Memang keluarga Srimulat dan ludruk 😅😅😅.titip salam ya dgn paman mu.keluarga tamak dan rakus.,Means that all this time your father has never thought about the room of the boarding school. MU for 2 periods ??? Stunting hasn't been clear. Indeed the Srimulat and Ludruk family 😅😅😅. Titit greetings with your uncle. The family is greedy and greedy.,means time father never thought room boarding school mu periods stunting hasnt clear indeed srimulat ludruk family titit greetings uncle family greedy greedy
"Aku mahasiswa ekonomi yang termasuk males, tapi kalo belajar perekonomian di dunia nyata suka banget, apalagi dari chanel ini yang berdasarkan data dan lapangan <br>INI SUMPAH CAWAPRES PADA GA BELAJAR EKONOMI APA YA KOK JANJINYA PADA GA MASUK AKAL, JANJI DOANG TAPI GA MIKIRIN UANG DARI MANA, ATAU EFEKNYA APA KALO JANJI KEK GITU","I am an economics student who is lazy, but if you study the economy in the real world, I really like it, especially from this channel based on data and fields, this is the oath of vice presidential candidates, how come the promise is not reasonable, promises but don't think about it Where is the money from, or what the effect is if the promise is like that",economics student lazy study economy real world really like especially channel based data fields oath vice presidential candidates come promise reasonable promises dont think money effect promise like
"Janji kampanye mudah saja dibuat..tapi ridak ditepati. Masih Ingatkah janji Jokowi hampir semuanya tdk terealisasi,Nol besar. Kending janji yg masuk akal saja itu lebih baik daripada PHP.","The campaign promise is easy to make ... but it is not kept. Still remember Jokowi's promise almost all of them were not realized, zero big. Kending a reasonable promise is better than PHP.",campaign promise easy make kept still remember jokowis promise almost realized zero big kending reasonable promise better php
Lawak semua😂,All comedy,comedy
Kayanya ngomu kurang gali info dah,I think you don't talk to the info,think dont talk info
Janji yang konyol😂,A silly promise,silly promise
politik 💩,Politics 💩,politics
Cukup 1 janji aja udah cukup sebenernya : HUKUM MATI KORUPTOR AGAR MEMBERIKAN EFEK JERA.... Dijamin langsung menang tanpa 2 putaran,Just 1 promise is enough actually: the law of death corruptor to provide a deterrent effect .... guaranteed to win immediately without 2 rounds,promise enough actually law death corruptor provide deterrent effect guaranteed win immediately without rounds
Apa yang dapat kita harapkan dari para pendongeng ini?<br><br>Ya tentu saja cerita cerita mereka yang bagaikan mimpi.,"What can we expect from these storyteller? <br> <br> Yes, of course, their stories are like dreams.",expect storyteller yes course stories like dreams
10 jempol but ni channel. 👍👍👍👍👍👍👍👍👍👍,10 thumbs up but ni channel. 👍👍👍👍criptions,thumbs ni channel criptions
"negara po nari peri peri keri keri, klo korupsi ud minimalis baru pada waskita waras sihat","State of Po Nari Peri Peri Keri Keri, if corruption is a new minimalist UD in Waskita Waras Sihat",state po nari peri peri keri keri corruption new minimalist ud waskita waras sihat
Diantara ketiga calon kok ga ada yg menjanjikan gratis pendidikan sampai jenjang S1 dan fasilitas kesehatan bagi warga tak mampu. Dari ketiga kandidat yg agak masuk masuk di akal hanya Prabowo.,"Among the three candidates how come there are no promises to free education until the S1 level and health facilities for poor people. Of the three candidates who are somewhat entered, it makes sense only Prabowo.",among three candidates come promises free education level health facilities poor people three candidates somewhat entered makes sense prabowo
Intinya klo capres dan cawapres yg jadi presiden nanti.klo gak nepati janjinya yg tadi semoga aja dilengserkan dengan segala cara 😊,"The point is if the presidential and vice presidential candidates who become president later. If you don't have the promise that earlier, hopefully it will be depicted in all means 😊",point presidential vice presidential candidates become president later dont promise earlier hopefully depicted means
"Indonesian jadi negara federal aja,presiden jawanya gak becus mimpin, orang jawanya rasis di pemilu....<br><br>Etnis yang pintar dalam bidang ekonomi hanya orang minang....<br>Sudah banyak buktinya....<br><br>Negara kesatuan gak cocok di negara yang majemuk tapi mayoritasnya punya selisih jauh terhadp minoritasnya....<br><br>Pemikiran jawa yang lambat dan malas inovasi akan membuat negara ini bubar pelan pelan.....","Indonesian is just a federal country, the president of Javanese is incompetent to lead, the Javanese are racist in the election .... <br> <br> <br> The unitary state is not suitable in a pluralistic country but the majority have a disting difference with its minority .... <br> <br> Slow and lazy Javanese thinking will make this country disperse slowly .....",indonesian federal country president javanese incompetent lead javanese racist election unitary state suitable pluralistic country majority disting difference minority slow lazy javanese thinking make country disperse slowly
Gaji guru 30jt. Kualitas gmn? 😂,Teacher salary 30 million. How about the quality? 😂,teacher salary million quality
"Saya disini tak menyebut nama capres dan cawapres nya tapi BBM dan listrik gratis atau disubsidi semurah2 nya itu sangat tdk masuk akal, gajih guru di naikan jadi 30s/d10 itu juga gk masuk akal karna nanti akan ada ketimpangan ekonomi, sedangkan untuk makan siang bergizi dan susu gratis masih masuk akal untuk investasi generasi masa depan 10s/d20thn kdpan","I don't mention the name of the presidential and vice presidential candidates here but free fuel and electricity or subsidized as cheap as it makes no sense, the teacher's salary is raised to be 30s/d10 it also makes sense because there will be economic inequality, while for nutritious lunch and lunch Free milk still makes sense for future generation investment 10s/d20thn KDPAN",dont mention name presidential vice presidential candidates free fuel electricity subsidized cheap makes sense teachers salary raised sd also makes sense economic inequality nutritious lunch lunch free milk still makes sense future generation investment sdthn kdpan
"Jaman now yg diliat bukan capres/cawapresnya, tp siapa di belakang mereka","The current era is not the presidential/vice presidential candidate, but who is behind them",current era presidentialvice presidential candidate behind
"Btw, tim pak Anies yg janji itu Muhaimin. Pak Anies blm berani janji, karna beliau amanah","Btw, the Pak Anies team who promised was Muhaimin. Mr. Anies hasn't dared to promise, because he is trustworthy",btw pak anies team promised muhaimin mr anies hasnt dared promise trustworthy
